timestamp,domain,measure
375,freq_package-0,2270936.75
378,psys-1,22.39039
378,core-0,8.23888
378,package-0,13.04117
378,uncore-0,0.74985
378,package-global,13.04117
378,cpu%_package-global,24.45019
378,cpu%_package-0,24.30856
378,freq_package-0,2566755.125
381,psys-1,22.86111
381,core-0,9.00744
381,package-0,13.49981
381,uncore-0,0.45977
381,package-global,13.49981
381,cpu%_package-global,24.43966
381,cpu%_package-0,24.54442
381,freq_package-0,2667288.625
384,psys-1,22.83734
384,core-0,8.96179
384,package-0,13.47236
384,uncore-0,0.47738
384,package-global,13.47236
384,cpu%_package-global,24.40707
384,cpu%_package-0,24.19395
384,freq_package-0,2169793.5
387,psys-1,22.20848
387,core-0,8.16944
387,package-0,12.92164
387,uncore-0,0.70429
387,package-global,12.92164
387,cpu%_package-global,24.23326
387,cpu%_package-0,24.13146
387,freq_package-0,2008014.0
390,psys-1,22.57233
390,core-0,8.62973
390,package-0,13.24579
390,uncore-0,0.5936
390,package-global,13.24579
390,cpu%_package-global,24.47312
390,cpu%_package-0,24.59254
390,freq_package-0,1992216.0
393,psys-1,22.15102
393,core-0,8.25671
393,package-0,12.86359
393,uncore-0,0.59476
393,package-global,12.86359
393,cpu%_package-global,24.48454
393,cpu%_package-0,25.01071
393,freq_package-0,2323846.0
396,psys-1,22.28213
396,core-0,8.20274
396,package-0,12.98239
396,uncore-0,0.74216
396,package-global,12.98239
396,cpu%_package-global,24.45019
396,cpu%_package-0,24.56827
396,freq_package-0,2205829.5
399,psys-1,22.36146
399,core-0,8.26384
399,package-0,13.04352
399,uncore-0,0.73532
399,package-global,13.04352
399,cpu%_package-global,24.37446
399,cpu%_package-0,24.62131
399,freq_package-0,2038457.5
402,psys-1,22.27117
402,core-0,8.15515
402,package-0,12.97613
